
X,ID,task,a,b,c,d,rating,rawrating,paris_v,dfh_v,dp_v,paris_1v,dfh_1v,dp_1v,paris_01v,dfh_01v,dp_01v,paris_ev,dfh_ev,dp_ev
50,50,Q1,21,9,0,30,0,78.33333333,0.7,0.83666,0.7,0.666667,0.810931,0.65625,0.69637,0.833894,0.695364,0.7,0.83666,0.7
51,1,Q2,24,6,10,20,0,72.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
52,2,Q2,24,6,10,20,0,61.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
53,3,Q2,24,6,10,20,0,56,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
54,4,Q2,24,6,10,20,0,38.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
55,5,Q2,24,6,10,20,0,64.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
56,6,Q2,24,6,10,20,0,59.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
57,7,Q2,24,6,10,20,0,54.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
58,8,Q2,24,6,10,20,0,57.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
59,9,Q2,24,6,10,20,0,55,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
60,10,Q2,24,6,10,20,0,61.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
61,11,Q2,24,6,10,20,0,17.38461538,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
62,12,Q2,24,6,10,20,0,97.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
63,13,Q2,24,6,10,20,0,85,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
64,14,Q2,24,6,10,20,0,69.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
65,15,Q2,24,6,10,20,0,72.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
66,16,Q2,24,6,10,20,0,57,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
67,17,Q2,24,6,10,20,0,49.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
68,18,Q2,24,6,10,20,0,73.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
69,19,Q2,24,6,10,20,0,80.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
70,20,Q2,24,6,10,20,0,76.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
71,21,Q2,24,6,10,20,0,54.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
72,22,Q2,24,6,10,20,0,46.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
73,23,Q2,24,6,10,20,0,74.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
74,24,Q2,24,6,10,20,0,77.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
75,25,Q2,24,6,10,20,0,46.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
76,26,Q2,24,6,10,20,0,59,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
77,27,Q2,24,6,10,20,0,18.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
78,28,Q2,24,6,10,20,0,13.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
79,29,Q2,24,6,10,20,0,48,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
80,30,Q2,24,6,10,20,0,48.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
81,31,Q2,24,6,10,20,0,40.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
82,32,Q2,24,6,10,20,0,56.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
83,33,Q2,24,6,10,20,0,56.84615385,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
84,34,Q2,24,6,10,20,0,57.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
85,35,Q2,24,6,10,20,0,40,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
86,36,Q2,24,6,10,20,0,70.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
87,37,Q2,24,6,10,20,0,47.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
88,38,Q2,24,6,10,20,0,78.16666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
89,39,Q2,24,6,10,20,0,68.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
90,40,Q2,24,6,10,20,0,65,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
91,41,Q2,24,6,10,20,0,48.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
92,42,Q2,24,6,10,20,0,65,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
93,43,Q2,24,6,10,20,0,61.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
94,44,Q2,24,6,10,20,0,62.5,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
95,45,Q2,24,6,10,20,0,75.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
96,46,Q2,24,6,10,20,0,53.33333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
97,47,Q2,24,6,10,20,0,26.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
98,48,Q2,24,6,10,20,0,69.83333333,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
99,49,Q2,24,6,10,20,0,55,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
100,50,Q2,24,6,10,20,0,46.66666667,0.6,0.7514691493,0.4666666667,0.581395,0.73657,0.4375,0.598015,0.749895,0.463576,0.6,0.751469,0.466667
101,1,Q3,27,3,20,10,0,58.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
102,2,Q3,27,3,20,10,0,45,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
103,3,Q3,27,3,20,10,0,54,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
104,4,Q3,27,3,20,10,0,53,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
105,5,Q3,27,3,20,10,0,57,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
106,6,Q3,27,3,20,10,0,60.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
107,7,Q3,27,3,20,10,0,65.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
108,8,Q3,27,3,20,10,0,65.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
109,9,Q3,27,3,20,10,0,53.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
110,10,Q3,27,3,20,10,0,32.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
111,11,Q3,27,3,20,10,0,9,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
112,12,Q3,27,3,20,10,0,100,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
113,13,Q3,27,3,20,10,0,92.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
114,14,Q3,27,3,20,10,0,60.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
115,15,Q3,27,3,20,10,0,80,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
116,16,Q3,27,3,20,10,0,58.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
117,17,Q3,27,3,20,10,0,57.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
118,18,Q3,27,3,20,10,0,63.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
119,19,Q3,27,3,20,10,0,57.5,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
120,20,Q3,27,3,20,10,0,56.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
121,21,Q3,27,3,20,10,0,28,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
122,22,Q3,27,3,20,10,0,38.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
123,23,Q3,27,3,20,10,0,69.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
124,24,Q3,27,3,20,10,0,56.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
125,25,Q3,27,3,20,10,0,38.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
126,26,Q3,27,3,20,10,0,50.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
127,27,Q3,27,3,20,10,0,26.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
128,28,Q3,27,3,20,10,0,18.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
129,29,Q3,27,3,20,10,0,56.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
130,30,Q3,27,3,20,10,0,25,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
131,31,Q3,27,3,20,10,0,16.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
132,32,Q3,27,3,20,10,0,18,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
133,33,Q3,27,3,20,10,0,56.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
134,34,Q3,27,3,20,10,0,74.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
135,35,Q3,27,3,20,10,0,33.5,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
136,36,Q3,27,3,20,10,0,19.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
137,37,Q3,27,3,20,10,0,45.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
138,38,Q3,27,3,20,10,0,42.5,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
139,39,Q3,27,3,20,10,0,36.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
140,40,Q3,27,3,20,10,0,85,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
141,41,Q3,27,3,20,10,0,51.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
142,42,Q3,27,3,20,10,0,65,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
143,43,Q3,27,3,20,10,0,80.5,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
144,44,Q3,27,3,20,10,0,65.5,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
145,45,Q3,27,3,20,10,0,73.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
146,46,Q3,27,3,20,10,0,45.83333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
147,47,Q3,27,3,20,10,0,21.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
148,48,Q3,27,3,20,10,0,53.33333333,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
149,49,Q3,27,3,20,10,0,61.66666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
150,50,Q3,27,3,20,10,0,33.16666667,0.54,0.7190419157,0.2333333333,0.528302,0.707107,0.21875,0.538767,0.717786,0.231788,0.54,0.719042,0.233333
